description,keywords,title,sentiment
"Apple's services segment continues to deliver promising growth, despite challenges in its product sales. The company's services revenue grew 8% year-over-year, while its product segments like iPhone, Mac, and iPad saw declines. However, Apple's performance remains stronger than the overall smartphone market.","['Apple', 'services', 'products', 'smartphone market']","1 Green Flag for Apple in 2023, and 1 Red Flag",positive
"Innospec reported Q1 2023 earnings of $1.38 per share, beating the Zacks Consensus Estimate of $1.19 per share. The company's revenues of $509.6 million also surpassed the consensus estimate. However, the stock has underperformed the S&P 500 so far this year.","['earnings', 'earnings-estimates', 'earnings-outlook', 'earnings-surprise', 'industry-outlook', 'zacks-consensus-estimate', 'zacks-rank']",Innospec (IOSP) Q1 Earnings and Revenues Surpass Estimates,positive
"MetLife is expected to report a year-over-year decline in earnings and revenues for the second quarter of 2023. The company's earnings surprise history and Earnings ESP suggest it may struggle to beat the consensus EPS estimate. Prudential, another industry player, is also expected to report mixed results.","['earnings', 'consensus outlook', 'earnings surprise', 'Earnings ESP', 'Zacks Rank']",Earnings Preview: MetLife (MET) Q2 Earnings Expected to Decline,negative
"Analysts have an average price target of $255.45 for Verisk Analytics (VRSK), with a high of $288.00 and a low of $219.00. The average price target has increased by 9.74% over the past month, indicating a positive sentiment towards the company's future performance.","['Verisk Analytics', 'analyst expectations', 'price target']",Analyst Expectations for Verisk Analytics's Future,positive
"Cuentas, Inc. (Nasdaq: CUEN & CUENW) has signed a letter of intent to acquire a 75% stake in World Health Energy Holdings, Inc. (OTC Pink: WHEN) to expand its mobile business and provide critical next-generation security against privacy and cyber threats.","['Cuentas', 'World Health Energy Holdings', 'acquisition', 'cyber security', 'mobile business']",Cuentas to Introduce Proprietary Mobile Security Technology to the U.S. Market,positive
"Jim Cramer shared his views on several stocks, including Q2 Holdings, which he believes has 'moved too much, too high', and Cava Group, which he is excited about. He also discussed his preferences for Delta Air Lines over American Airlines, and his hesitation towards NIO and NextEra Energy Partners.","['Jim Cramer', 'Q2 Holdings', 'Cava Group', 'Delta Air Lines', 'American Airlines', 'NIO', 'NextEra Energy Partners']","Jim Cramer: This Tech Stock Has 'Moved Too Much, Too High For Me'",negative
"Plexus (PLXS) is expected to report earnings on January 25, with analysts forecasting a year-over-year increase in earnings and revenues. However, the company's Earnings ESP suggests a potential miss, making it difficult to predict an earnings beat.","['earnings', 'consensus-outlook', 'earnings-expectations', 'earnings-preview', 'stock-price-change', 'zacks-consensus-estimate']",Plexus (PLXS) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,neutral
"Inventiva, a biopharmaceutical company, announced the results of its Combined Shareholders' General Meeting, where all resolutions were adopted except for the eleventh resolution.","['Inventiva', ""shareholders' meeting"", 'resolutions']","Results of the votes of the Combined Shareholders’ General Meeting of January 25, 2023",neutral
"The Real Good Food Company announced the expansion of its Breaded Chicken and Asian Entrees products into over 4,000 Walmart stores nationwide, providing more accessible and nutritious food options for consumers.","['Real Good Foods', 'Breaded Chicken', 'Asian Entrees', 'Walmart', 'Nutrition']","Real Good Foods Announces Expansion of Breaded Chicken & Asian Entrees into 4,000+ Walmart Stores Nationwide",positive
"Despite topping earnings expectations, Alphabet and Meta Platforms' stocks have dropped following their Q3 results. Alphabet's cloud segment concerns and Meta's cautious commentary on ad demand weighed on investor sentiment. However, the long-term prospects for both tech giants remain intriguing.","['ad-tech', 'advertising', 'artificial-intelligence', 'cloud-computing', 'earnings', 'internet', 'investing', 'metaverse', 'social-media', 'tech-stocks']",Should Investors Buy the Dip in Meta Platforms or Alphabet Stock After Earnings?,neutral
"ArcelorMittal announced the acquisition of Companhia Siderurgica do Pecem (CSP) in Brazil for $2.2 billion, which offers opportunities for expansion and synergies. The company also expects a recovery in steel consumption worldwide in 2023, with a 5% increase in steel shipments.","['ArcelorMittal', 'Companhia Siderurgica do Pecem', 'steel consumption', 'steel shipments']",ArcelorMittal (MT) Acquires Brazil-based Slab Producer CSP,positive
"BofA analyst sets Chewy's share price target at $16, anticipating Q3 earnings below expectations. Despite short-term challenges, Chewy aims for long-term growth in pet health, says analyst.","['Chewy', 'analyst ratings', 'earnings', 'pet retail', 'pet health']",Chewy's Latest Analyst Ratings Raise Eyebrows: What's Brewing Behind the Pet Retail Giant's Numbers?,neutral
"Semiconductor companies are facing challenges due to weakening demand and a worsening correction in Asia, but a soft landing is expected as they are better equipped to navigate the downturn.","['semiconductor', 'demand', 'Asia', 'correction', 'soft landing']","Analyst Trims Price Targets For AMD, Nvidia Ahead Of Q4 Results: 'Correction In Asia Is Worsening'",neutral
Prenetics and Prof. Dennis Lo have established a $200 million joint venture called Insighta to develop a breakthrough multi-cancer early detection screening technology.,"['Prenetics', 'Prof. Dennis Lo', 'Insighta', 'multi-cancer early detection', 'joint venture']",Prenetics and Globally Renowned Scientist Prof. Dennis Lo Establish US$200m Joint Venture “Insighta” for Breakthrough Multi-Cancer Early Detection Screening,positive
"Suzano S.A. Sponsored ADR (SUZ) stock closed the trading day with a 1.29% gain, outpacing the S&P 500's 0.12% increase. The company's stock has gained 0.8% over the past month, outperforming the Basic Materials sector's 1.09% loss.","['Suzano S.A. Sponsored ADR', 'stock market', 'Basic Materials sector']",Suzano S.A. Sponsored ADR (SUZ) Outpaces Stock Market Gains: What You Should Know,positive
"GitLab reported a narrower-than-expected quarterly loss but issued weak revenue guidance, leading analysts to cut their price targets on the stock.","['GitLab', 'revenue outlook', 'price target cuts', 'analyst ratings']",GitLab Gets Price Targets Cuts By Analysts Following Weak Revenue Outlook,negative
"ACNB Corporation (ACNB) is seeing high implied volatility in its options, suggesting investors expect a big move in the stock. Analysts have a positive sentiment on the company, with one analyst increasing earnings estimates for the current quarter.","['ACNB Corporation', 'options', 'implied volatility', 'analysts', 'earnings estimates']",Do Options Traders Know Something About ACNB Stock We Don't?,positive
"ConnectOne Bancorp, the holding company for ConnectOne Bank, announced the hiring of Dana Zeller as Chief Strategic Operations Officer. Zeller brings over 20 years of experience in the financial services industry and will play a key role in supporting the bank's strategic priorities and growth.","['ConnectOne Bancorp', 'ConnectOne Bank', 'Dana Zeller', 'Chief Strategic Operations Officer', 'financial services', 'organizational leadership', 'infrastructure development', 'transformational financial services']","Dana Zeller, Strategic and Innovative Operations Executive, Joins ConnectOne",positive
"La-Z-Boy has been upgraded to a Zacks Rank #2 (Buy) due to an improvement in its earnings outlook, which is expected to translate into buying pressure and an increase in its stock price.","['earnings-estimates', 'earnings-estimates-revisions', 'earnings-outlook', 'rating-upgrade', 'stock-price-movement', 'zacks-consensus-estimate', 'zacks-rank']",La-Z-Boy (LZB) Upgraded to Buy: What Does It Mean for the Stock?,positive
"United States Steel is working to change its product offerings, with a focus on building a new $3 billion mini-mill that is expected to deliver significant EBITDA and free cash flow by 2026. This shift towards more flexible and efficient mini-mills could make the company less cyclical, though it will take time for the full impact to be felt.","['United States Steel', 'steel industry', 'mini-mills', 'blast furnaces', 'cyclicality']",U.S. Steel: 2024 Is the Target,positive
